Url;Categories
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_001.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_002.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_008.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_010.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_012.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_009.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_011.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_013.jpg;Cat 1;Cat 2;Cat 3
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_015.jpg;Cat 3;Cat 4
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_016.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_003.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_017.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_018.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_021.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_007.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_019.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_020.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_022.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_023.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_024.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_025.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_026.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_027.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_192.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_194.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_193.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_196.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_197.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_195.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_198.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_200.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_199.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_028.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_029.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_030.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_031.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_032.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_033.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_034.JPG;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_035.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_036.jpg;
https://www.google.com;Cat 1;Cat 2;Cat 3
