Url;Categories
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_003.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_004.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_005.jpg;Cav1;Csv2;Csv3
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_006.jpg;Cav1;Csv2
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_007.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_012.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_001.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_002.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_008.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_009.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_010.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_011.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_013.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_014.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_015.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_016.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_017.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_018.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_019.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_020.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_021.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_022.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_023.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_024.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_025.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_026.jpg;
file://C:/Users/Moriyarnn/Desktop/test_images/g_imagen_027.jpg;
